,press,title,date,emotion
0,경향신문,패럴림픽 밖 보통 장애인들의 ‘운동’ 이야기,20220808,중립
1,경향신문,"이재명, 압승…초반 기선 제압",20220808,중립
2,경향신문,“군부와 싸우는 미얀마 시민에 절실한 건 국제적 관심”,20220808,중립
3,경향신문,"재개장한 광화문광장, 주말 만끽하는 시민들",20220808,긍정
4,경향신문,"재개장한 광화문광장, 주말 만끽하는 시민들",20220808,긍정
5,경향신문,"재개장한 광화문광장, 주말 만끽하는 시민들",20220808,긍정
6,경향신문,새로 열린 광화문광장,20220808,중립
7,경향신문,4급수 사는 깔따구가 상주보에…“물길 닫힌 10년을 말해줘”,20220808,부정
8,경향신문,김순호 경찰국장 ‘대공특채 배경’ 논란 확산…인노회 “직접 진실 밝혀라”,20220808,부정
9,경향신문,장애인 전용 체육시설 있지만···‘통합 체육 공간’ 필요한 이유는,20220808,중립
10,경향신문,2022년 8월 8일,20220808,중립
11,경향신문,윤 대통령 8일 복귀…‘반등’의 열쇠는?,20220808,중립
12,경향신문,"수읽기 끝낸 이준석, 결국 ‘가처분 신청’ 간다",20220808,중립
13,경향신문,여당 ‘주호영 비대위장’ 가닥…각론엔 이견,20220808,중립
14,경향신문,‘이재명 방탄용’ 당헌 개정 논란 가열,20220808,부정
15,경향신문,윤 대통령 휴가 중에…신인호 안보실 2차장 사퇴 “건강상 이유”,20220808,부정
16,경향신문,검은 옷에 붉은 장미 들고…광주 시민단체들 “미얀마 민주항쟁 응원”,20220808,중립
17,경향신문,“환자 위해 목숨 건 당신은 영웅…존경하고 애도합니다”,20220808,긍정
18,경향신문,"‘이준석 성비위 의혹 연루’ 김성진 아이카이스트 대표, 수감 중 ‘황제 접견’ 논란",20220808,부정
19,경향신문,"‘휴가철’ 파도 타고 코로나, 다시 기승",20220808,부정
20,경향신문,"외고 폐지 방침도 “재검토”…우왕좌왕 교육부, 장관은 두문불출",20220808,부정
21,경향신문,‘원청 뒷짐’에 길어지는 하이트진로 파업,20220808,부정
22,경향신문,"재개장한 광화문광장, 주말 만끽하는 시민들",20220808,긍정
23,경향신문,"재개장한 광화문광장, 주말 만끽하는 시민들",20220808,긍정
